Content,ID of source revision,Named Entity,Reference,Markup,Position (MathToken)
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,112
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,113
"""2""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,114
"""-""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,115
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,116
"""delta""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,117
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,118
"""k""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,119
"""^""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,120
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,121
"""ell""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,122
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,123
"""and""",0,O,,text,/
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,0
"""frac""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,1
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,2
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,3
"""partial""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,4
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,5
"""lambda""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,6
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,7
"""i""",0,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,8
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,9
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,10
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,11
"""partial""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,12
"""M""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,13
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,14
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,15
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,16
"""k""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,17
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,18
"""ell""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,19
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,20
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,21
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,22
"""=""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,23
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,24
"""frac""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,25
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,26
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,27
"""partial""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,28
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,29
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,30
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,31
"""partial""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,32
"""M""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,33
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,34
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,35
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,36
"""k""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,37
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,38
"""ell""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,39
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,40
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,41
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,42
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,43
"""left""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,44
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,45
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,46
"""lambda""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,47
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,48
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,49
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,50
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,51
"""+""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,52
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,53
"""mathbf""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,54
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,55
"""x""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,56
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,57
"""^""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,58
"""T""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,59
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,60
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,61
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,62
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,63
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial M_{(k\ell)}} = \frac{\partial}{\partial
M_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = \lambda_i x_{0i(k)}
x_{0i(\ell)}(2-\delta_k^\ell)",math,64
